Date,Open,High,Low,Close,SharesTraded,
20060612 00:00,471000,474200,469200,469700,7223700,
20060613 00:00,470900,479300,470800,475100,13697200,
20060614 00:00,475600,479000,473800,476900,9927500,
20060615 00:00,477400,487500,473100,486000,14022300,
20060616 00:00,486700,491600,482000,483200,14683400,
20060619 00:00,484500,489000,480100,482700,10386400,
20060620 00:00,482500,485800,482100,484200,8124600,
20060621 00:00,483000,490000,483000,488900,8722900,
20060622 00:00,487100,491900,482700,484800,7763900,
20060623 00:00,483500,486200,477600,479100,7927300,
20060626 00:00,480900,482000,478000,480800,6412100,
20060627 00:00,479500,482600,475700,476500,7961400,
20060628 00:00,476500,479300,473600,479200,6959100,
20060629 00:00,481100,487200,479100,487000,9659700,
20060630 00:00,487000,488500,481600,481700,8323400,
20060703 00:00,477500,480500,471000,476200,8812100,
20060705 00:00,472100,473400,467600,469800,11048300,
20060706 00:00,468300,471400,465100,466900,9118200,
20060707 00:00,464800,466300,458800,460000,10331100,
20060710 00:00,462500,467200,460500,462300,6835100,
20060711 00:00,460000,462100,454100,461100,12955700,
20060712 00:00,462100,462500,451100,451500,12588400,
20060713 00:00,445500,446200,437100,441800,25434800,
20060714 00:00,439300,440300,428100,430800,19674900,
20060717 00:00,432300,439300,427200,430100,16858100,
20060718 00:00,427600,432300,423100,431700,19187900,
20060719 00:00,432800,443300,432400,441800,16880100,
20060720 00:00,443500,446100,440100,442900,9700400,
20060721 00:00,445100,445100,435600,437200,12302700,
20060724 00:00,440300,448800,440300,444400,11188200,
20060725 00:00,442100,448000,439400,446900,10375200,
20060726 00:00,444500,446700,436500,436500,11711100,
20060727 00:00,439700,439800,434700,435500,8375600,
20060728 00:00,437700,445400,437700,444600,11913100,
20060731 00:00,450200,451200,443300,445100,11047700,
20060801 00:00,443500,443800,438000,440600,9303200,
20060802 00:00,443000,444300,439500,443600,7712400,
20060803 00:00,442700,451300,441700,447200,9369100,
20060804 00:00,451500,454500,446500,448400,8807200,
20060807 00:00,446000,450500,445000,448500,6488500,
20060808 00:00,448200,449900,443700,444700,7290100,
20060809 00:00,447800,448800,438600,439200,9633100,
20060810 00:00,439000,449400,437500,448800,11497200,
20060811 00:00,449000,449400,443000,447000,7769100,
20060814 00:00,448400,454300,447300,450200,10794700,
20060815 00:00,447800,448900,440500,445100,17998600,
20060816 00:00,445500,446800,440500,444200,13208900,
20060817 00:00,445000,450000,443300,446300,12022900,
20060818 00:00,447200,447400,443000,444800,7842400,
20060821 00:00,443000,443800,440000,441100,8505400,
20060822 00:00,442000,443700,439800,440700,7601600,
20060823 00:00,441000,441500,434800,437500,9712000,
20060824 00:00,439400,439600,436000,437500,6648300,
20060825 00:00,436000,440600,435200,438900,7471900,
20060828 00:00,442000,446500,441700,444300,10769500,
20060829 00:00,446500,446500,440600,444700,9479500,
20060830 00:00,446300,449400,442000,446200,9478200,
20060831 00:00,449300,449800,445300,447100,8148700,
20060901 00:00,450000,458000,440200,454400,10337700,
20060905 00:00,457100,458900,453700,455800,10505800,
20060906 00:00,454400,456500,451500,453800,8702200,
20060907 00:00,454000,460400,453200,455300,15546800,
20060908 00:00,456900,468100,455500,467100,13636300,
20060911 00:00,467000,475000,463000,475000,16418900,
20060912 00:00,476500,486400,474700,480600,17057900,
20060913 00:00,479500,483700,475500,480600,10829400,
20060914 00:00,478400,484100,475800,483800,9846200,
20060915 00:00,486400,488400,481500,482300,14769800,
20060918 00:00,480200,485300,476600,481100,9795600,
20060919 00:00,482400,484800,480000,484800,9640100,
20060920 00:00,487700,490200,484200,488800,11247600,
20060921 00:00,488700,490600,482100,484600,12267300,
20060922 00:00,478300,486200,476000,482800,11399500,
20060925 00:00,482500,490000,480300,488500,11562800,
20060926 00:00,489300,498500,488000,492700,14337800,
20060927 00:00,490600,497600,490400,494900,15275800,
20060928 00:00,495000,498400,490300,497800,12491900,
20060929 00:00,496100,499500,493200,493200,11675900,
20061002 00:00,486200,488500,480300,484800,17143300,
20061003 00:00,484600,495000,480600,494600,14389600,
20061004 00:00,483100,496100,481300,495100,23819700,
20061005 00:00,494700,494700,481000,484100,24754800,
20061006 00:00,484200,489800,482400,483200,14642900,
20061009 00:00,481900,485300,479700,482000,9347400,
20061010 00:00,484900,484900,478800,481200,9349100,
20061011 00:00,480300,484400,478700,483500,9444400,
20061012 00:00,484900,486700,480800,483200,12287100,
20061013 00:00,482800,485200,481200,484500,8281200,
20061016 00:00,483100,484600,481100,483000,6375600,
20061017 00:00,482000,483200,476400,482900,10957200,
20061018 00:00,484300,485700,481600,483300,9730500,
20061019 00:00,484300,489900,483900,484900,9829400,
20061020 00:00,487300,497300,486600,493900,17903200,
20061023 00:00,493700,521500,490300,512600,52070200,
20061024 00:00,513000,519000,510500,512900,17813600,
20061025 00:00,510500,517800,505500,508400,16668200,
20061026 00:00,507700,517500,506600,517400,13173200,
20061027 00:00,515800,516000,506300,507700,11998300,
20061030 00:00,492200,497200,491000,495100,25045800,
20061031 00:00,496000,497800,491200,492500,15864000,
20061101 00:00,493800,497000,486500,488600,15348300,
20061102 00:00,476700,483700,476600,483000,22889700,
20061103 00:00,483000,484700,472000,475300,17337700,
20061106 00:00,477400,482100,471800,474800,17224800,
20061107 00:00,476900,479800,474100,476400,20841600,
20061108 00:00,473000,475100,470300,470400,28898000,
20061109 00:00,471100,472100,463100,464100,26588500,
20061110 00:00,463100,466900,463100,464600,13017800,
20061113 00:00,464700,468400,459700,462400,24107700,
20061114 00:00,478300,482000,471900,477000,26224900,
20061115 00:00,477700,480800,475800,477300,14522500,
20061116 00:00,479600,479900,475000,479100,10869800,
20061117 00:00,477500,478200,474100,475000,15209700,
20061120 00:00,475000,482400,474200,477600,11907000,
20061121 00:00,477600,479800,476100,477900,8540300,
20061122 00:00,478800,482100,477700,480300,10387900,
20061124 00:00,477600,480500,475500,478700,4886600,
20061127 00:00,474400,476900,465500,466000,22794100,
20061128 00:00,465300,468900,464800,467000,13076000,
20061129 00:00,468900,473300,466300,469000,11754300,
20061130 00:00,465000,470000,460200,461000,21867700,
20061201 00:00,460000,461000,454200,458900,22559100,
20061204 00:00,462500,465100,458700,462900,13886100,
20061205 00:00,462500,465500,460700,465200,10277400,
20061206 00:00,464900,467500,463600,465400,9146700,
20061207 00:00,467000,468000,463600,464000,12565200,
20061208 00:00,463000,466200,462500,463300,10555900,
20061211 00:00,464500,464500,459200,459900,15178900,
20061212 00:00,459200,461700,455900,456500,17858000,
20061213 00:00,459000,460300,458000,459100,15020600,
20061214 00:00,461200,466100,459000,465100,14937600,
20061215 00:00,466300,468900,463900,464600,14590200,
20061218 00:00,465000,468000,462800,463900,11964200,
20061219 00:00,461300,462400,455000,461000,16941200,
20061220 00:00,460000,499500,458700,458700,13595700,
20061221 00:00,459500,460600,456000,457300,11121300,
20061222 00:00,455000,458000,450000,455100,10907700,
20061226 00:00,448000,462900,448000,461100,9865200,
20061227 00:00,457500,462500,457500,461700,10272300,
20061228 00:00,458100,462000,458100,459900,6911800,
20061229 00:00,462000,466100,460300,462000,9916300,
20070103 00:00,470900,483000,470600,475900,58970700,
20070104 00:00,478000,479900,473200,477500,26775400,
20070105 00:00,476700,478000,471500,474000,22429400,
20070108 00:00,469100,473100,469000,469900,24288100,
20070109 00:00,470000,476600,470000,474000,21690900,
20070110 00:00,470500,476200,465100,472900,20071700,
20070111 00:00,472700,477300,472100,476100,24436800,
20070112 00:00,476200,481100,472100,479800,23150900,
20070116 00:00,479300,484800,477900,483100,19430100,
20070117 00:00,483200,484100,480900,482000,17122300,
20070118 00:00,482000,487800,480800,483800,21691700,
20070119 00:00,484900,487400,481900,483100,20464900,
20070122 00:00,481600,482700,476100,479500,18978000,
20070123 00:00,477800,481500,474600,478100,17190700,
20070124 00:00,480700,487000,479900,486300,21081100,
20070125 00:00,486100,486400,480900,481700,14882200,
20070126 00:00,480500,483600,474700,476000,15664700,
20070129 00:00,481500,481500,475000,476400,15667000,
20070130 00:00,477500,478400,469100,472500,26049800,
20070131 00:00,472000,479600,470400,477000,23115100,
20070201 00:00,475100,480800,474400,477500,21655300,
20070202 00:00,477500,484200,476400,481300,20538600,
20070205 00:00,484400,489000,484200,485600,24476800,
20070206 00:00,486100,487700,483200,485600,14335900,
20070207 00:00,483900,487500,482800,485800,16213200,
20070208 00:00,483600,486000,481300,483300,17521400,
20070209 00:00,483700,485400,476700,479100,19575600,
20070212 00:00,481500,482400,476800,476900,12786240,
20070213 00:00,478000,481700,477400,479600,14445437,
20070214 00:00,480800,481300,477500,478700,17481069,
20070215 00:00,479000,485400,478200,483500,17191400,
20070216 00:00,483500,488500,482500,485300,26171100,
20070220 00:00,498100,502900,494100,502800,49461100,
20070221 00:00,499100,504200,498700,500000,27613900,
20070222 00:00,500900,501800,495500,496700,16922400,
20070223 00:00,496600,498900,492900,495900,17047900,
20070226 00:00,497100,500500,494500,500300,16257083,
20070227 00:00,496000,497800,482400,488600,26678500,
20070228 00:00,485000,486600,480100,483100,26717500,
20070301 00:00,477800,482000,472000,478600,26115361,
20070302 00:00,478500,483200,477100,477900,22945900,
20070305 00:00,476500,482700,474400,474800,20455657,
20070306 00:00,478400,482900,477500,480200,25474400,
20070307 00:00,480500,482500,476100,479200,19696700,
20070308 00:00,480500,481500,473800,478700,29597200,
20070309 00:00,477800,481300,471500,474000,13253000,
20070312 00:00,475300,476300,471000,472600,16532700,
20070313 00:00,469600,471300,460400,461300,32661300,
20070314 00:00,461800,462200,450600,456700,36444100,
20070315 00:00,457500,461400,454600,459900,19978500,
20070316 00:00,462200,468000,457500,461900,31785000,
20070319 00:00,465000,468200,463800,466200,15807244,
20070320 00:00,464800,474000,464400,472800,23520300,
20070321 00:00,472200,478500,469500,478400,17200000,
20070322 00:00,476200,482000,475600,480200,22592910,
20070323 00:00,480100,481500,477500,479200,12180550,
20070326 00:00,478400,479200,471500,478500,18757570,
20070327 00:00,475700,478000,470300,474400,16569422,
20070328 00:00,471700,471900,464600,465900,24068298,
20070329 00:00,469300,470400,463600,467000,18753700,
20070330 00:00,468600,470900,466400,469100,13754417,
20070402 00:00,470600,475200,468500,474000,11251840,
20070403 00:00,475100,482900,474700,480800,16175030,
20070404 00:00,480000,483200,478600,480500,10394527,
20070405 00:00,478900,484500,478600,482500,8141537,
20070409 00:00,482700,485500,478900,484600,8461286,
20070410 00:00,484500,484500,479500,479600,9068337,
20070411 00:00,479500,481000,470600,472500,17275518,
20070412 00:00,473800,475000,469000,472400,11139636,
20070413 00:00,474000,474200,468300,474000,11936536,
20070416 00:00,476300,481200,475100,480600,13796811,
20070417 00:00,481800,484300,478900,481700,11931065,
20070418 00:00,480000,481800,478300,479600,7673379,
20070419 00:00,477500,483800,476500,483200,7800432,
20070420 00:00,485100,498400,485100,497700,22290057,
20070423 00:00,497300,499500,488400,489200,13354834,
20070424 00:00,485600,489800,481300,486600,17454764,
20070425 00:00,487700,491000,486300,488000,11168194,
20070426 00:00,487800,490600,485700,487000,8299143,
20070427 00:00,485200,486900,483200,483800,8785930,
20070430 00:00,482500,486600,478700,478700,10285595,
20070501 00:00,479200,485600,475100,483300,12071203,
20070502 00:00,483000,487300,481700,482400,12485380,
20070503 00:00,485200,487500,482000,483500,9282656,
20070504 00:00,484000,485000,480500,482500,8977636,
20070507 00:00,484300,488800,482800,486000,8537969,
20070508 00:00,483700,486400,480800,481000,9596559,
20070509 00:00,480700,482800,478400,479400,14483878,
20070510 00:00,475000,483300,474500,477700,16290673,
20070511 00:00,478400,479100,474100,478000,13423687,
20070514 00:00,476400,480000,474900,478700,10559905,
20070515 00:00,479600,481000,474100,476200,17358554,
20070516 00:00,474900,477400,469800,471800,15628840,
20070517 00:00,474700,474700,470200,471000,12279294,
20070518 00:00,473200,473600,471800,472900,12774296,
20070521 00:00,471300,474000,466300,466500,18850286,
20070522 00:00,465700,468000,464700,465300,10465566,
20070523 00:00,468800,471400,463200,463600,12468433,
20070524 00:00,464100,469500,463500,466600,13467015,
20070525 00:00,468000,470000,466400,469300,8301622,
20070529 00:00,471700,475400,467600,469500,13944659,
20070530 00:00,466500,471500,464700,471400,12980907,
20070531 00:00,471000,478000,471000,475700,15982806,
20070601 00:00,478800,499400,477300,495800,47888240,
20070604 00:00,501800,514400,501500,511400,53141465,
20070605 00:00,509100,512000,503600,505200,30205495,
20070606 00:00,501600,510400,501500,506900,22896011,
20070607 00:00,503900,506100,496100,497500,23495967,
20070608 00:00,498900,501500,496000,500600,13739876,
20070611 00:00,499000,501200,495500,497800,11865578,
20070612 00:00,496100,498100,489000,489000,17889912,
20070613 00:00,491800,495400,489700,495100,12351000,
20070614 00:00,493000,496500,489800,492800,12785344,
20070615 00:00,496400,496800,492000,492900,19268254,
20070618 00:00,493200,494500,490700,491100,10658252,
20070619 00:00,489300,489700,485900,488400,13533890,
20070620 00:00,488500,492500,485600,485800,17409636,
20070621 00:00,487100,487900,480800,483900,21582649,
20070622 00:00,482500,484300,480000,480300,16302477,
20070625 00:00,480000,481200,476900,478700,17301491,
20070626 00:00,479100,484900,477500,479300,15623984,
20070627 00:00,478300,484900,477600,484700,17217735,
20070628 00:00,483300,485000,481800,482100,12320589,
20070629 00:00,485000,486500,478700,481000,12685865,
20070702 00:00,482000,485000,481400,483500,9802637,
20070703 00:00,483400,484700,481300,484400,5977931,
20070705 00:00,483600,484600,480800,481200,10028950,
20070706 00:00,480900,484900,479900,483900,11711695,
20070709 00:00,484100,488200,482600,485100,10124113,
20070710 00:00,483900,483900,474900,475300,15976998,
20070711 00:00,477000,478900,472300,476600,12870256,
20070712 00:00,489000,492300,476400,488900,23808818,
20070713 00:00,487600,492600,486700,491500,11836417,
20070716 00:00,491400,491400,487000,489300,11003364,
20070717 00:00,487600,488800,483000,483600,13580019,
20070718 00:00,484300,487400,479600,480500,18903200,
20070719 00:00,483600,489800,481000,487900,15101100,
20070720 00:00,485000,488700,479200,480100,17546900,
20070723 00:00,483000,484000,479500,480700,11963900,
20070724 00:00,477200,486600,477200,480300,20897800,
20070725 00:00,484000,484500,475500,478700,14845900,
20070726 00:00,475100,477700,465300,468800,25097655,
20070727 00:00,467200,468500,457300,459300,22636700,
20070730 00:00,462000,464600,458000,461800,17342500,
20070731 00:00,463400,468100,459000,459300,19952100,
20070801 00:00,460500,462400,454800,462200,21444833,
20070802 00:00,462000,471100,460800,467700,15378798,
20070803 00:00,467000,470000,455000,455000,19137200,
20070806 00:00,457000,470500,457000,470200,19437600,
20070807 00:00,468000,474800,465500,470800,17073300,
20070808 00:00,470000,483900,467000,483800,23018100,
20070809 00:00,476900,480000,463900,465200,22231600,
20070810 00:00,462100,472700,457000,461300,20284500,
20070813 00:00,465000,466500,460800,461500,13928800,
20070814 00:00,440600,441900,435200,437700,55989600,
20070815 00:00,437600,439100,430900,431900,25847054,
20070816 00:00,430500,439500,429200,436900,33951563,
20070817 00:00,444600,446500,431900,435100,28574300,
20070820 00:00,437000,438200,429600,435200,21995104,
20070821 00:00,435800,437500,431900,436700,16123116,
20070822 00:00,437900,438900,434300,437800,16978100,
20070823 00:00,437500,438300,430300,431900,20672300,
20070824 00:00,431600,439200,431300,437600,17178300,
20070827 00:00,437700,440300,435600,437700,19040028,
20070828 00:00,436400,442000,434000,434800,25973000,
20070829 00:00,435700,443200,434500,441900,15541900,
20070830 00:00,432100,436500,431600,432900,21689200,
20070831 00:00,435500,439400,433500,436000,19055000,
20070904 00:00,435100,436400,432700,432700,18017920,
20070905 00:00,432200,432200,423900,424200,27600350,
20070906 00:00,435000,435900,426500,427600,27473850,
20070907 00:00,424400,428800,423100,424200,21078850,
20070910 00:00,425900,426800,420900,422500,16948600,
20070911 00:00,423900,430200,423100,429600,17609600,
20070912 00:00,428000,432000,425900,426900,14868100,
20070913 00:00,428600,434700,427700,430500,15517000,
20070914 00:00,428100,435400,426500,433200,13683188,
20070917 00:00,432300,435400,429900,433300,12964800,
20070918 00:00,434900,446500,433500,444500,25619092,
20070919 00:00,445700,450500,444100,447500,21263799,
20070920 00:00,446800,448300,439600,442900,15861216,
20070921 00:00,445700,447900,441600,441900,19456600,
20070924 00:00,443200,444700,438600,439600,13860200,
